Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
  122 -7.7460924624E+00 -8.8386653958E+00 -2.1050438883E+01 -7.0711905235E+00 -1.9165376647E+01 +1.3085677820E+02 +2.1482908873E+01 +2.4974527505E+02 +5.0304388658E+01 +1.0699979069E+02
  123 -5.9445480647E+00 -4.2618559091E+00 -1.2609628291E+01 -1.9349616854E+01 -1.7006821465E+01 +2.5958244859E+02 +5.9994306738E+01 +1.7151344415E+02 +1.0784174980E+02 +1.5105873544E+02
  124 -2.7566117914E+01 -2.9541565483E+01 -5.5619598109E+00 -1.2557946123E+01 -1.9083558760E+01 +1.3708302758E+01 +4.5573924631E+01 +3.3517216434E+02 +3.2566780666E+01 +1.4226761665E+02
  125 -1.0941315116E+01 -4.2128107784E+00 -5.0088628429E+00 -2.9726120531E+01 -2.0863366001E+00 +3.1339671290E+02 +1.5945180580E+01 +1.5566163201E+02 +2.6353613011E+02 +6.9960308195E+01
  126 -1.2512804807E+01 -2.2324738373E+01 -2.7405426843E+01 -1.9127374177E+01 -1.8075799440E+01 +4.5758033189E+01 +1.5437454797E+02 +3.2110420523E+02 +8.5200680923E+01 +1.3526373433E+01
  127 -1.8222937825E+01 -2.0741963979E+01 -2.7154977716E+01 -1.6621694454E+01 -2.0456837005E+00 +2.4486576409E+02 +7.6766828401E+01 +2.3812927452E+02 +1.3096771610E+02 +3.2400251256E+02
  128 -2.6720431120E+01 -2.0275159508E+01 -5.4948831226E+00 -6.4067533356E+00 -2.7105494299E+01 +1.9712779661E+02 +2.0289923816E+02 +1.7261979716E+02 +1.8046734401E+02 +1.3474072622E+02
  129 -1.6331102774E+01 -2.4779831595E+01 -1.4184581495E+01 -2.3415082839E+01 -1.0683836046E+01 +2.0115809308E+02 +2.5913943133E+02 +5.4058213333E+01 +1.1520520291E+01 +1.8598099504E+02
  130 -2.6794163174E+01 -1.5401363626E+01 -2.8508626776E+01 -3.4125286490E+00 -8.1383864271E+00 +1.5977737930E+01 +1.9726990006E+02 +1.4399130142E+02 +1.4956762569E+02 +3.5847729414E+01
  131 -2.5821999431E+01 -1.8603184487E+01 -8.7864886947E+00 -2.9338539778E-01 -2.4066996552E+01 +3.3875396361E+02 +9.7596981945E+01 +2.1947854421E+02 +2.3137047824E+02 +3.0545782225E+02
  132 -2.6006445901E+01 -1.4175917564E+01 -7.8562059553E+00 -2.2642562975E+01 -1.0373948574E+01 +6.1223020007E+01 +6.4498684286E+00 +7.3441606060E+01 +9.6426474261E+01 +2.0923043628E+02
  133 -2.0880171491E+01 -1.2113861358E+01 -2.9596181229E+01 -1.9005683433E+01 -1.9242468563E-02 +3.5326568768E+02 +3.8983652202E+01 +5.0843374884E+01 +1.8380659850E+02 +3.1149364071E+02
  134 -1.7815620436E+01 -3.9730079826E+00 -1.7862873986E+01 -2.4646443777E+01 -6.1982379383E+00 +3.4419818084E+02 +9.3219613621E+01 +5.8476924493E+00 +2.7207558543E+02 +1.0263008669E+02
  135 -1.5223825705E+01 -6.6035499440E-01 -9.7187880873E+00 -1.3341357500E+01 -3.2195054185E+00 +5.1615498890E+01 +6.4956097242E+01 +1.5606785277E+02 +3.4476273702E+02 +5.1962138591E+00
  136 -1.8230400717E+01 -4.8283702690E+00 -7.7135260498E+00 -1.6334298224E+00 -3.9040311904E+00 +8.2436961888E+01 +2.9134049866E+02 +2.6105099666E+02 +1.7004680939E+02 +2.9580352809E+02
  137 -2.3943669649E+01 -1.2135923957E+01 -1.2071041300E+01 -1.0508572534E+01 -5.6382848675E+00 +2.2327357346E+02 +2.9058386199E+02 +1.1184790536E+02 +3.5873227975E+02 +3.5011879126E+02
  138 -7.8970865653E+00 -6.6711377984E+00 -9.6369657552E+00 -1.7492765751E+01 -8.0423631083E+00 +2.7026830040E+02 +2.4119716592E+02 +1.1806185107E+02 +1.3458514743E+02 +3.4043116082E+02
  139 -1.7455919555E+01 -8.7105107086E+00 -2.0323813910E+01 -1.7980809186E+01 -6.9768595587E+00 +2.0478282264E+02 +1.4485619328E+02 +2.7933133746E+02 +7.2091980117E+00 +1.0953413009E+02
  140 -1.7696222552E+01 -1.3088686330E+01 -8.1159598164E+00 -9.4865353534E+00 -3.4391446198E+00 +1.3046300314E+02 +8.5361868429E+01 +1.5761673316E+01 +2.0993993055E+02 +2.1089312082E+02
  141 -2.5479370659E+01 -2.6503880300E+01 -2.3104161447E+01 -2.8600741704E+00 -5.4834723233E-01 +2.1762364713E+02 +3.0348367821E+02 +2.9885842315E+01 +1.8534470953E+02 +9.4934847909E+01
  142 -1.5502134746E+01 -7.9854493266E-01 -6.0070729955E+00 -2.9469320811E+01 -2.7361589619E+01 +1.1709336169E+02 +1.5339943866E+02 +3.1037709546E+02 +3.5017990969E+02 +1.4644529216E+02
  143 -2.7713691483E+01 -1.2271223914E+01 -2.5332625522E+00 -1.3228389393E+01 -1.9614352851E+01 +6.9484359634E+01 +2.5837995118E+02 +7.7887659847E+01 +1.8043019157E+02 +9.1890498740E+01
  144 -8.9897392559E+00 -2.9587771512E+01 -4.3280625966E+00 -2.7292709807E+01 -1.6995750885E+01 +2.5019634644E+02 +2.0181553770E+02 +6.9161844617E+01 +3.9202568256E+01 +1.1939899578E+02
  145 -1.8584480575E+01 -5.3742882285E+00 -9.5074099793E+00 -1.5057568498E+01 -1.1473160183E+01 +1.3635215766E+02 +1.3514154138E+02 +3.3387298439E+02 +1.4833980815E+02 +2.9095651732E+02
  146 -5.1661408089E+00 -2.9115481680E+01 -2.7328015380E+01 -1.1625414474E+01 -2.2184197375E+01 +2.6980035026E+02 +3.2022501691E+02 +2.4621536987E+02 +2.8415919887E+02 +1.5202496130E+02
  147 -2.2848569347E+01 -5.0033578672E+00 -2.8666084026E+00 -2.8107394738E+01 -2.8882884943E+01 +1.7449454012E+02 +3.5816286205E+02 +3.2966789534E+02 +1.8195239899E+02 +1.2056525024E+02
  148 -1.2406701337E+01 -2.1559151472E+01 -8.5369704938E+00 -1.3107631682E+01 -1.5757791370E+01 +1.5018829982E+02 +1.9792020808E+02 +2.6861563083E+02 +6.8625113774E+01 +2.1867240045E+02
  149 -2.5501057097E+01 -2.2226100041E+01 -1.3112859865E+01 -2.8980630407E+01 -2.7686931953E+01 +1.3173519115E+02 +1.7410726193E+02 +1.4488530469E+02 +1.0338339713E+02 +5.2750005276E+00
  150 -2.1397018221E+01 -7.6360582837E+00 -1.5433272281E+01 -1.0263827285E+00 -2.7330798210E+01 +2.8712917627E+02 +3.1487690088E+01 +1.6479955004E+02 +3.6269894466E+01 +2.7995094984E+02
  151 -1.2346453184E+00 -2.7374332681E+01 -2.8808087963E+01 -8.7874702825E+00 -1.2228302381E+00 +3.5323092475E+02 +1.7817863956E+02 +1.5261411454E+02 +9.6391773803E+01 +2.8457341212E+02
  152 -1.4175891201E+01 -1.8243310643E+01 -2.6805649548E+01 -1.4839418634E+01 -1.4935822892E+01 +3.0581425037E+02 +1.0566789829E+02 +6.8715001762E+01 +5.5098164493E+01 +1.2841992146E+02
  153 -2.6154432075E+01 -1.0339352683E+01 -1.7067590836E+01 -7.0336359470E-01 -1.4805284747E+01 +1.0135820073E+02 +2.5948296849E+02 +1.5354445875E+02 +2.7499629788E+00 +1.0901870119E+02
  154 -1.0034686979E+00 -1.0366697533E+01 -1.0961330846E+01 -2.6734205700E+01 -2.3926341523E+00 +9.8176931916E+00 +2.8416557818E+02 +1.1031975646E+02 +7.4202610888E+01 +1.7752148546E+02
  155 -3.8361371930E+00 -1.2937586892E+01 -2.8750335585E+01 -2.4275488056E+00 -1.9450901301E+01 +1.3577101911E+02 +2.7786691747E+01 +1.8763552547E+02 +2.1325696501E+02 +9.9984224651E+01
  156 -1.3118619704E+00 -1.2658188477E+01 -6.4275612028E+00 -1.1996691333E+01 -1.3336505408E+01 +1.3923240250E+02 +2.1894386986E+02 +1.9449309475E+02 +1.2857985314E+02 +2.1047779931E+02
  157 -1.4675400801E+01 -2.1851593592E+01 -1.1771209503E+01 -8.7766842753E+00 -1.2576908512E+01 +2.6364872521E+02 +1.1938948981E+01 +2.7969866119E+02 +6.0475561640E+01 +2.2784457345E+02
  158 -2.6279653943E+01 -2.2252813177E+01 -1.1387937011E+01 -7.9775721915E+00 -1.9810616002E+01 +1.2050744305E+02 +2.7711871261E+02 +1.4918885868E+02 +7.2708270031E+01 +2.4928111016E+02
  159 -2.8821737373E+01 -1.8880763690E+01 -8.5443468113E+00 -2.1993282229E+01 -1.0996857219E+01 +4.7613052288E+01 +1.6836476278E+02 +2.3264123442E+02 +2.6818919209E+01 +4.7494900755E+01
  160 -6.3527760323E+00 -4.1393456569E+00 -1.5089606707E+01 -2.7906496733E+00 -1.7077342463E+00 +2.6225764375E+02 +1.4224296538E+02 +2.0463540377E+02 +1.6175796055E+02 +1.0869780759E+01
  161 -4.6469989965E+00 -2.0319466412E+01 -2.9187269061E+01 -2.9571114496E+01 -1.7925086748E+01 +2.6323680048E+02 +1.9440355905E+02 +2.7364606133E+02 +2.5015337581E+02 +1.0236078229E+02
  162 -2.7644976494E+01 -2.4811963559E+01 -1.1881491372E+01 -2.8178549229E+01 -4.4371035483E+00 +5.6979306218E+01 +1.7034939263E+02 +1.3904725470E+02 +1.6662438983E+01 +2.7531612227E+02
  163 -2.0280013597E+01 -1.6358743381E+01 -1.5410736467E+01 -2.1252317869E+01 -1.2562695135E+01 +3.4091069207E+02 +1.5478257632E+02 +2.9764814625E+01 +2.1959707812E+02 +9.0867414038E+01
  164 -2.3484894560E+01 -2.9126094024E+01 -5.4101481457E+00 -1.1836882938E+01 -2.0726560258E+01 +2.5157279199E+02 +1.7021408705E+02 +3.1946139528E+01 +5.9023789638E+01 +9.1482998848E+01
  165 -1.7458606680E+01 -1.2419598748E+01 -1.8697716449E+01 -1.9335956527E+01 -2.7136330789E+01 +3.3237534114E+02 +8.4942161661E+00 +1.6412658486E+01 +5.2698972365E+01 +8.3155759825E+01
  166 -2.8654114929E+01 -1.3496640978E+01 -1.5217201862E+01 -2.6477552522E+01 -2.8591929260E+01 +1.3238314579E+02 +2.9763536540E+02 +2.9804824357E+01 +9.3434862312E+01 +1.1690384099E+02
  167 -1.4993393292E+01 -6.3204435983E+00 -2.9423706408E+00 -1.8078928191E+01 -2.9104908354E+00 +2.4855935325E+02 +1.9946926842E+02 +3.2241645796E+02 +1.1623524671E+02 +1.1013905488E+02
  168 -2.2368018225E+01 -2.5937233933E+01 -1.6847903878E+01 -9.4639719657E+00 -4.0887999258E+00 +2.4142169306E+02 +2.9429330905E+02 +1.1785657854E+02 +1.9481437555E+02 +8.9597597466E+01
  169 -2.5801650539E+01 -1.9331423173E+01 -1.2966690416E+01 -2.2266972138E+01 -1.0257168418E+01 +2.0074477881E+02 +1.2692523273E+02 +3.2273988349E+02 +2.9837271319E+02 +3.1114014607E+02
  170 -2.4675223030E+01 -1.9678728307E+01 -2.6833950899E+01 -5.3711439934E+00 -2.7526859693E+01 +7.7228597952E+00 +2.2073908654E+02 +2.9576248348E+02 +3.2866208180E+02 +1.6201817281E+02
  171 -1.2888406899E+01 -9.4792376838E+00 -2.9613184923E+01 -5.2987775640E+00 -8.9274358000E+00 +2.0093607441E+02 +2.7333857014E+02 +1.6033688324E+02 +1.7574650978E+02 +1.4558234669E+02
  172 -2.2297540959E+00 -9.5636040332E+00 -7.5471145223E-01 -2.9858195678E+01 -1.0681170973E+01 +1.3844250962E+02 +2.6320575989E+01 +1.4325690343E+02 +1.4540949495E+02 +1.9847469974E+01
  173 -2.1997201561E+00 -2.9946018105E+01 -6.7729062983E+00 -2.7149367971E+01 -2.4069854282E+01 +2.0241739882E+02 +2.0181716096E+02 +8.8746692994E+01 +3.4527522931E+02 +2.8665426899E+02
  174 -3.5729113593E+00 -1.3724277553E+01 -2.4077465777E+01 -2.9211315864E+01 -2.0608485414E+01 +4.2125625601E+01 +3.0307034273E+02 +2.5298118095E+02 +1.5405889433E+02 +2.4511128895E+02
  175 -1.6911805536E+01 -4.8696377067E+00 -1.1398141765E+01 -2.5765948890E+01 -1.1753046332E+01 +2.0184432049E+02 +3.1155125208E+02 +2.0451152681E+02 +2.8112381155E+02 +1.8227085267E+02
  176 -2.4690449846E+01 -4.0901495662E+00 -2.9691241207E+01 -2.5746199360E+01 -1.8153171579E+01 +6.1975871513E+01 +3.1586215505E+02 +7.0131838280E+01 +1.9864489547E+02 +1.3238765158E+02
  177 -8.5138944533E+00 -8.7025094722E+00 -1.8495345173E+01 -1.2764952780E+01 -2.5395703925E+01 +5.0140848836E+00 +9.7011001449E+01 +1.1927662966E+02 +2.3511109886E+02 +6.0957156597E+01
  178 -1.2056583054E+01 -1.3796451568E+01 -9.2882660540E+00 -2.6837616500E+01 -2.0890955330E+01 +2.7331852546E+02 +7.2836607397E+01 +7.8790632498E+01 +3.3865230588E+02 +3.1265999566E+02
  179 -1.3768778014E+01 -2.5802946211E+01 -2.1039579978E+01 -2.9854984870E+01 -2.9065806846E+01 +3.1154020730E+02 +1.0727973621E+02 +1.7256232810E+02 +2.4365693168E+02 +2.7078296789E+01
  180 -8.1237494610E+00 -2.5254383414E+01 -2.5376801442E+01 -2.9665119555E+01 -4.1719602457E+00 +1.4503719338E+02 +2.5654633598E+02 +1.2576574969E+02 +1.9298244630E+02 +9.3785260947E+01
  181 -5.3522847120E-01 -5.2544973203E-01 -1.2163688891E+01 -4.0126466821E+00 -1.2214661998E+01 +4.5947201535E+01 +2.0065715610E+02 +3.5258098916E+02 +3.0432954758E+02 +9.9328932484E+01
  182 -2.2255429790E+01 -1.8569730931E+01 -2.0002355889E+01 -1.0786240660E+01 -7.1823946654E-01 +2.7445176666E+02 +5.7076407999E+01 +4.1256427210E+01 +3.7926858019E+01 +2.6674457368E+02
  183 -2.7021757638E+01 -9.8279573312E+00 -2.8297980883E+00 -2.1573591862E+01 -1.2603491733E+01 +2.4752714733E+02 +1.1024945265E+02 +2.2573234346E+02 +8.8785533996E+01 +5.1521258934E+01
  184 -2.6882038086E+00 -2.7689439871E+00 -1.2430992416E+01 -2.9093531548E+01 -2.9715133409E+01 +1.7458767253E+02 +2.2048271918E+02 +5.7246154425E+01 +1.5758172522E+02 +2.2417829234E+02
  185 -1.5676348831E+01 -2.9806410950E+01 -2.4742580912E+01 -9.0077640378E+00 -1.0416789395E+01 +1.9517261704E+02 +4.0754950570E+01 +3.4860133309E+02 +1.6347325685E+02 +1.1306476938E+02
  186 -1.3117154792E+01 -1.0821626903E+01 -1.8995950712E+01 -1.8983808499E-01 -1.8645960250E+01 +1.5960337980E+02 +3.2386613998E+02 +1.7447090260E+02 +3.1386318287E+02 +6.2223446657E+01
  187 -1.8431876860E+01 -1.8727570909E+01 -1.8299866061E+01 -1.3582068260E+01 -1.5249940736E+00 +3.5906935684E+02 +3.1527485515E+01 +2.9613175954E+01 +1.3211578805E+01 +1.3929336975E+02
  188 -6.4213467029E+00 -6.4384083855E+00 -4.0723574905E+00 -1.0666160449E+01 -1.4108546607E+01 +5.5362951782E+01 +8.8433750427E+01 +1.6357012195E+02 +3.9612131101E+01 +1.9350595416E+02
  189 -4.3107797023E+00 -2.7553229133E+01 -2.9235642241E+00 -3.9687487181E+00 -4.1601898944E+00 +1.4620129637E+02 +1.9911424282E+02 +3.4731513595E+02 +1.9518659985E+01 +3.5345280000E+02
  190 -2.3603870180E+01 -2.8752670477E+01 -2.9402035304E+01 -1.6708084843E+00 -2.9503282952E+01 +2.0527601422E+02 +3.2199615257E+01 +3.4114219496E+01 +1.2268798830E+02 +2.1569715221E+02
  191 -2.4757782829E+01 -2.4161289824E+01 -5.9987073137E+00 -2.5419258821E+01 -7.8570589640E+00 +3.4674047080E+02 +3.9999911614E+01 +1.2134431289E+02 +1.0272486108E+01 +2.8149267690E+02
  192 -2.2873565788E+01 -1.8056732282E+01 -2.4754277264E+01 -1.9385002183E+01 -6.4831227646E+00 +2.5380232766E+02 +2.0271842538E+02 +3.4697259341E+02 +8.4693843560E+01 +3.4674354882E+02
  193 -8.8111198234E+00 -2.7810554735E+01 -1.8023653238E+01 -8.9104825756E+00 -9.9874264613E+00 +3.5011175389E+02 +8.9127837504E+00 +1.0597377879E+02 +6.8337013600E+01 +5.5882257695E+01
  194 -1.6050476604E+01 -5.8979841225E+00 -7.7676865075E+00 -2.4406785868E+01 -5.9232333055E+00 +3.5084364986E+02 +2.7556693861E+02 +2.5288469370E+02 +2.4123301923E+02 +2.0356818564E+02
  195 -2.5008120425E+01 -2.2076636981E+01 -2.5036236663E+01 -1.1872081013E+01 -3.3373582709E+00 +3.1060216725E+01 +9.6777405395E+01 +3.1314674018E+02 +1.6650063016E+02 +3.5884053143E+02
  196 -9.0057177112E+00 -3.3417634050E+00 -1.4303362626E+01 -1.7211904183E+01 -1.7446470500E+01 +7.3938806645E+01 +2.6519436312E+02 +2.7102400407E+02 +1.9594448235E+01 +3.4342721676E+02
  197 -2.7628850105E+01 -1.4917805930E+01 -2.4840066031E+00 -2.8008522041E+01 -8.1750381664E+00 +3.5590423396E+02 +1.9734639928E+02 +2.8573625043E+02 +3.0121223298E+02 +2.1086936618E+02
  198 -1.8687298968E+00 -2.8207677435E+01 -1.3761639289E+01 -1.1565919210E+01 -2.4623310868E+01 +2.0869429167E+02 +3.4002389309E+02 +2.8646260039E+02 +3.1807954854E+02 +3.3118574073E+02
  199 -1.8399807540E+01 -6.4364949685E+00 -4.8199213910E+00 -1.7571651899E+01 -2.0736589523E+01 +1.6120219949E+02 +2.5717854179E+02 +2.7590773619E+02 +1.8862011233E+02 +2.2610826322E+02
  200 -9.6124858287E-01 -2.4413469008E+01 -1.1210661237E+01 -1.9482559437E+01 -5.3408666405E+00 +7.9029066051E+01 +2.7736756178E+02 +3.5428198643E+02 +3.1208832958E+01 +2.0243302170E+02
  201 -9.4093194394E+00 -2.5359743239E+01 -2.7095043686E+01 -1.8789584316E+01 -6.2462017490E+00 +1.3041489707E+01 +1.6742814404E+02 +2.8834899885E+02 +3.1943076473E+02 +2.7238327271E+02
  202 -8.3384787693E+00 -2.3881640131E+01 -2.3260272510E+01 -1.5798489460E+01 -6.2648474203E-01 +3.7306604885E+01 +3.5837335154E+02 +3.5860019623E+02 +2.3916922533E+02 +3.2693138062E+02
  203 -2.8390038171E+01 -3.8153264955E+00 -1.2370945401E+01 -7.4661952534E+00 -1.5016424003E+01 +3.3173343978E+02 +4.2862239650E+01 +2.0903797201E+02 +1.8073946182E+02 +1.7985192943E+02
  204 -6.5547586195E-01 -2.6151768466E+01 -1.7463087804E+01 -2.0884924160E+01 -2.6116501112E+01 +1.5184405592E+01 +2.6180704119E+01 +2.3724136464E+02 +2.7554679274E+02 +2.9988191316E+02
  205 -1.0377432704E+01 -2.1341941409E+01 -2.2320104538E+01 -9.5309611120E+00 -8.7441340062E+00 +2.6125673010E+02 +2.7211604345E+02 +1.2797786656E+02 +9.5223747026E+01 +2.3110154788E+02
  206 -1.2416795349E+01 -2.5465485278E+00 -8.0231395117E+00 -1.3739150686E-01 -1.8802583602E+01 +2.7834505767E+02 +2.5412771239E+02 +3.5715613311E+02 +3.5707329262E+02 +3.4642579694E+02
  207 -2.9070499402E+00 -1.9521833690E+01 -2.3907353358E+01 -2.6265150323E+01 -2.8222908764E-01 +1.7890009898E+02 +2.7974373130E+02 +3.4176417769E+02 +7.2897446631E+01 +6.9412701810E+01
  208 -2.7797272263E-01 -1.1284577804E+01 -2.8428879206E+01 -1.4728775524E+00 -9.6928095603E+00 +3.4966266470E+02 +8.6660969950E+01 +3.3247109280E+02 +1.4898178044E+01 +5.7303275806E+01
  209 -1.1219874588E+01 -1.2557115937E+01 -2.2616665775E+01 -1.9822635903E+00 -7.4557639682E+00 +9.0521058611E+01 +2.9578672744E+02 +2.9307263847E+02 +1.3811493294E+02 +2.4307975561E+02
  210 -2.9182525824E+01 -2.9400396217E+01 -1.9856415369E+01 -9.3222589386E+00 -1.1408488693E+01 +2.1669625693E+02 +3.5913453744E+02 +1.0005033245E+02 +9.2735733525E+01 +2.1711477563E+02
  211 -1.4257295860E+01 -1.1249773625E+01 -1.3982654339E+01 -8.3631688113E+00 -2.4535753272E+00 +3.1864610325E+01 +2.1676644835E+02 +1.7218200693E+02 +2.4158075721E+02 +1.9692129844E+02
  212 -4.1109647616E+00 -1.9390859128E+00 -3.0907240010E+00 -1.7115352487E+01 -2.4707786305E+01 +9.6912655745E+01 +7.0744123704E+00 +2.0361812406E+02 +2.4407046893E+02 +1.2836655407E+02
  213 -1.0493984489E+01 -1.9199448551E+01 -1.3674167369E+01 -2.7862213823E+01 -2.2368685150E+01 +1.8415990877E+02 +2.9074183607E+02 +1.3705593931E+02 +2.0795258221E+02 +1.0282745313E+02
  214 -2.0111725176E+00 -2.7000136563E+00 -2.5986514294E+00 -1.5063768150E+00 -1.9068348571E+01 +1.1801127087E+02 +2.9424912189E+02 +9.9406894600E+01 +2.2568104769E+02 +2.5998910149E+02
  215 -2.3193040476E+01 -3.0687227041E+00 -2.8254299898E+01 -2.2594012567E+01 -2.1578515399E+01 +3.1511616695E+02 +2.7196381863E+02 +2.5229393459E+01 +3.4670598582E+02 +1.1303473347E+02
  216 -2.1604039702E+01 -2.0156648357E+01 -1.5455912317E+01 -1.2842032762E+01 -7.6430654221E+00 +1.0510442786E+02 +3.4431686843E+02 +4.2400472341E+01 +8.3264854995E+01 +2.6447912026E+02
  217 -2.2771051384E+01 -7.2828655942E+00 -1.5751483804E+01 -2.4760461734E+01 -1.7501174881E+01 +2.1721113042E+02 +2.9628486977E+02 +2.4306152669E+02 +1.4853350679E+02 +3.5427903481E+02
  218 -1.5649454313E+01 -2.2059274167E+01 -1.0495778626E+01 -3.8936805541E+00 -2.1853033873E+01 +7.4951021728E+01 +1.2159242709E+02 +1.9514097102E+02 +2.5888060855E+02 +2.4386051453E+02
  219 -2.7800336676E+01 -7.7614392726E+00 -2.6596007105E+01 -2.1074596760E+01 -2.7636030271E+01 +1.0179733625E+02 +2.0687857428E+02 +1.8392385807E+02 +5.7866441086E+01 +2.7318643013E+02
  220 -1.0189032403E+01 -8.5922057112E-01 -6.6650273636E+00 -6.0121523426E+00 -6.0109449840E+00 +9.3743011328E+01 +1.3367488574E+01 +1.9725771338E+01 +9.1947471043E+01 +1.4968968160E+02
  221 -1.9267804583E+01 -1.0866085296E+01 -2.7365997610E+01 -1.4767546494E+01 -1.9686021053E-01 +1.2746723474E+02 +2.5769940379E+02 +8.6736954826E+01 +1.9392426291E+02 +2.0128501410E+02
  222 -1.8225261116E+01 -1.0693965672E+01 -1.5546077175E+01 -2.8453620147E+01 -1.3415922778E+01 +1.7543187443E+02 +1.6938350077E+02 +6.5119504948E+01 +5.6749390473E+01 +2.8781695087E+02
  223 -1.2531703001E+01 -1.1093237351E+01 -1.7619158157E+01 -7.4894226703E-01 -1.5057130025E+01 +2.5750818429E+02 +2.4805214740E+02 +9.7360451049E+01 +3.5605372954E+02 +1.6857590933E+02
  224 -2.9460543398E+01 -1.1540682720E+01 -8.2156368191E+00 -2.7822508651E+01 -1.0268097118E+01 +1.7686963728E+02 +3.0311838470E+02 +1.4533828855E+02 +3.4149203944E+02 +3.0351877630E+02
  225 -1.8153713317E+01 -9.9608498856E+00 -1.0273202180E+01 -1.9184108152E+00 -5.8722206679E+00 +2.9128690414E+02 +1.8227255901E+02 +1.5130611889E+01 +1.9460591687E+02 +1.7286849337E+02
  226 -1.2306650482E+01 -9.9801891321E+00 -1.9610491616E+01 -2.9309828951E+01 -1.5731203692E-01 +1.7923065817E+02 +1.1437524324E+02 +2.8232949843E+02 +1.4170565052E+02 +3.4924652738E+02
  227 -1.1142486785E+01 -5.2292355799E+00 -1.2877451094E+01 -2.9132924717E+00 -1.7382856054E+01 +2.3053319644E+02 +1.5855369510E+02 +1.5468863512E+02 +3.0726093376E+02 +1.7062428024E+01
  228 -7.8478321633E+00 -1.1421388752E+01 -2.1394380899E+01 -1.8501011323E+01 -3.5509437736E+00 +2.0369926278E+02 +2.9588158674E+02 +7.7142628890E+01 +3.4480702868E+02 +1.8975683883E+02
  229 -2.2749771817E+01 -2.2008286030E+01 -1.8912507191E+01 -1.2757985423E+01 -4.7873033640E+00 +2.0377795159E+02 +2.2385492310E+02 +2.0698392598E+02 +8.5112782654E+01 +1.2171862135E+02
  230 -2.7497352108E+01 -1.9860768663E+01 -1.7397453601E+00 -2.9816496008E+01 -2.3546745709E+01 +5.5517883390E+01 +1.1729281828E+02 +1.0401546110E+02 +3.7023100692E+01 +1.7727524985E+01
  231 -5.4469144039E+00 -2.3443183226E+01 -2.0119480924E+01 -8.6211454570E+00 -1.0639952470E+01 +1.5184728959E+02 +1.3575505001E+02 +3.1752198017E+01 +7.3653372423E+01 +2.6810386336E+02
  232 -2.0564713807E+00 -1.1080444272E+01 -5.2663837623E+00 -2.7542063121E+01 -1.6033680842E+01 +3.3154528936E+01 +1.7291914194E+02 +2.3236537696E+02 +1.3431101071E+02 +2.7871257746E+02
  233 -7.6422120191E+00 -5.6159945899E+00 -3.6268189751E+00 -2.8809370676E-01 -1.1238305632E+01 +1.6366595817E+02 +3.3098717614E+02 +2.3420120950E+02 +2.2482148978E+02 +2.1984495116E+02
  234 -1.5946744049E+01 -3.7520677526E+00 -2.3848858623E+01 -7.2157973496E+00 -4.0196527998E+00 +7.8625817120E+01 +3.0040402545E+01 +2.6585728597E+02 +1.1625778019E+02 +2.4021537711E+02
  235 -2.8676695062E+01 -1.8687691402E+01 -5.3423376389E+00 -3.5020976020E+00 -2.0589265354E+01 +3.0964681921E+02 +3.2870610028E+02 +3.5723532042E+02 +1.3392574615E+02 +3.0650846377E-01
  236 -2.0668435338E+01 -2.8169362868E+01 -7.6888446741E+00 -1.2823933545E+01 -8.6274602533E+00 +7.1799951226E+01 +2.1498467533E+01 +1.6474723160E+02 +2.8343070609E+02 +2.8734195283E+02
  237 -3.7101914658E+00 -1.2173386352E+01 -2.5831930030E+01 -1.6336970546E+01 -8.6074791041E+00 +3.2819998775E+01 +2.3018018879E+02 +1.3637104765E+02 +2.3653748440E+02 +1.8426799755E+02
  238 -1.7546576591E-01 -2.3466063665E+01 -2.0377497641E+01 -1.7107303119E+01 -7.3058811963E+00 +1.0679858868E+02 +2.9889236063E+02 +2.5141286756E+01 +1.8337640629E+02 +4.2016564985E+01
  239 -6.7797186764E+00 -2.7905928998E+01 -2.9061584644E+01 -5.0981493874E+00 -6.2233402098E-01 +2.8535991474E+01 +2.3719046757E+02 +1.4367175771E+02 +6.5579294877E+01 +1.0382110274E+02
  240 -2.4186458537E+01 -7.3765084169E+00 -1.6218780050E+01 -7.9295731984E+00 -4.6916127575E-01 +2.1946221231E+01 +1.4564940644E+02 +2.4204102033E+02 +2.6322420958E+02 +1.9753097348E+02
